Id,BgGeoLocationAccuracy,BgGeoLocationMinUpdateFreqMins,BrandInvertedColor,ContrastInvertedColor,ContrastPrimaryColor,ContrastQuaternaryColor,ContrastQuinaryColor,ContrastSecondaryColor,ContrastTertiaryColor,CreatedById,CreatedDate,DefaultListViewDeveloperName,DeveloperName,FeedbackPrimaryColor,FeedbackSecondaryColor,FeedbackSelectedColor,FutureDaysInDatePicker,GeoLocationAccuracy,GeoLocationMinUpdateFreqMins,IsAssignmentNotification,IsDefault,IsDeleted,IsDispatchNotification,IsSendLocationHistory,IsShowEditFullRecord,IsTimeSheetEnabled,IsUseSalesforceMobileActions,Language,LastModifiedById,LastModifiedDate,MasterLabel,MetadataCacheTimeDays,NavbarBackgroundColor,NavbarInvertedColor,PastDaysInDatePicker,PrimaryBrandColor,RecordDataCacheTimeMins,SecondaryBrandColor,SystemModstamp,TimeIntervalSetupMins,UpdateScheduleTimeMins
0Mf3N000000CyUySAK,Coarse,60,#FFFFFF,#FFFFFF,#000000,#E6E6EB,#EEEEEE,#444444,#9FAAB5,0053N000003jlOmQAI,2020-11-30T06:59:43.000+0000,,Field_Service_Mobile_Settings,#C23934,#13C4A3,#FFFFFF,45,Medium,10,True,True,False,False,False,False,False,False,en_US,0053N000003jlOmQAI,2020-11-30T06:59:43.000+0000,Field Service Mobile Settings,7,#803ABE,#FFFFFF,45,#803ABE,240,#2A7AB0,2020-11-30T06:59:49.000+0000,15,30
